Step 0, Time: 0.01, MPIs: 8 Threads: 14 Elapsed: 0.0805645
   Short@timestep.c:0379             0.02  0.1%        0.00  0.1%        0.00       0.00
 Timeline@timestep.c:0311          0.12  0.4%        0.00  0.7%        0.00       0.00
 Tree                             20.03 73.1%        0.05 92.9%        0.05       0.05
  Build                             0.69  2.5%        0.01 12.2%        0.01       0.01
   Moments@forcetree.c:0152          0.60  2.2%        0.01 11.3%        0.01       0.01
   Nodes@forcetree.c:0203            0.09  0.3%        0.00  0.9%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.09  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.1%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.62  5.9%        0.01 11.4%        0.00       0.01
  Send@gravshort-tree.c:0158        0.29  1.0%        0.00  1.6%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.89  6.9%        0.01 17.2%        0.00       0.02
  Wait2@gravshort-tree.c:0161        0.03  0.1%        0.00  0.2%        0.00       0.00
  Walk1@gravshort-tree.c:0155       11.47 41.9%        0.02 31.4%        0.01       0.03
  Walk2@gravshort-tree.c:0156        3.94 14.4%        0.01 18.1%        0.01       0.02
Step 141, Time: 0.133588, MPIs: 8 Threads: 14 Elapsed: 27.4121
                                  27.41 100.0%        0.01 100.3%        0.01       0.01
 Domain                            0.96  3.5%        0.00 10.3%        0.00       0.00
  Decompose                         0.04  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.43  1.6%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.39  1.4%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.21  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.28  1.0%        0.00 10.3%        0.00       0.00
   alltoall@exchange.c:0354          0.10  0.4%        0.00  1.3%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.04  0.1%        0.00  0.9%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.14  0.5%        0.00  8.0%        0.00       0.00
  All@drift.c:0110                  0.03  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.07  0.2%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.23  0.9%        0.00 12.4%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.5%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.01  0.0%        0.00  0.2%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.22  0.8%        0.00  2.5%        0.00       0.00
 Misc@timestep.c:0336              0.01  0.0%        0.00  0.5%        0.00       0.00
 PMgrav                            5.44 19.8%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.69  9.8%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.33  1.2%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.04  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.24  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.14  0.5%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                1.02  3.7%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.79  2.9%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.16  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.30  1.1%        0.00  7.6%        0.00       0.00
  Active@timestep.c:0815            0.14  0.5%        0.00  3.6%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.5%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.02  0.1%        0.00  0.5%        0.00       0.00
 Timeline@timestep.c:0311          0.12  0.4%        0.00  3.5%        0.00       0.00
 Tree                             20.03 73.1%        0.01 66.3%        0.01       0.01
  Build                             0.70  2.5%        0.01 58.3%        0.01       0.01
   Moments@forcetree.c:0152          0.61  2.2%        0.01 53.7%        0.01       0.01
   Nodes@forcetree.c:0203            0.09  0.3%        0.00  4.6%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.09  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.62  5.9%        0.00  1.3%        0.00       0.00
  Send@gravshort-tree.c:0158        0.29  1.0%        0.00  0.8%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.89  6.9%        0.00  3.5%        0.00       0.00
  Wait2@gravshort-tree.c:0161        0.03  0.1%        0.00  0.4%        0.00       0.00
  Walk1@gravshort-tree.c:0155       11.47 41.8%        0.00  0.9%        0.00       0.00
  Walk2@gravshort-tree.c:0156        3.94 14.4%        0.00  0.6%        0.00       0.00
Step 142, Time: 0.134046, MPIs: 8 Threads: 14 Elapsed: 27.4252
                                  27.42 100.0%        0.01 100.0%        0.01       0.01
 Domain                            0.96  3.5%        0.00  8.4%        0.00       0.00
  Decompose                         0.04  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.43  1.6%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.39  1.4%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.21  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.28  1.0%        0.00  8.4%        0.00       0.00
   alltoall@exchange.c:0354          0.10  0.4%        0.00  0.8%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.04  0.1%        0.00  0.8%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.14  0.5%        0.00  6.7%        0.00       0.00
  All@drift.c:0110                  0.03  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.07  0.2%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.24  0.9%        0.00 13.0%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.4%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.01  0.0%        0.00  0.2%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.22  0.8%        0.00  1.9%        0.00       0.00
 Misc@timestep.c:0336              0.01  0.0%        0.00  0.4%        0.00       0.00
 PMgrav                            5.44 19.8%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.69  9.8%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.33  1.2%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.04  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.24  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.14  0.5%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                1.02  3.7%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.79  2.9%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.16  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.30  1.1%        0.00  6.4%        0.00       0.00
  Active@timestep.c:0815            0.15  0.5%        0.00  3.2%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.4%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.02  0.1%        0.00  0.4%        0.00       0.00
 Timeline@timestep.c:0311          0.12  0.4%        0.00  2.8%        0.00       0.00
 Tree                             20.04 73.1%        0.01 69.2%        0.01       0.01
  Build                             0.70  2.6%        0.01 52.0%        0.01       0.01
   Moments@forcetree.c:0152          0.61  2.2%        0.01 46.1%        0.01       0.01
   Nodes@forcetree.c:0203            0.09  0.3%        0.00  5.9%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.09  0.3%        0.00  0.4%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.62  5.9%        0.00  1.5%        0.00       0.00
  Send@gravshort-tree.c:0158        0.29  1.0%        0.00  1.0%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.89  6.9%        0.00 10.9%        0.00       0.00
  Wait2@gravshort-tree.c:0161        0.03  0.1%        0.00  0.4%        0.00       0.00
  Walk1@gravshort-tree.c:0155       11.47 41.8%        0.00  2.2%        0.00       0.00
  Walk2@gravshort-tree.c:0156        3.94 14.4%        0.00  0.8%        0.00       0.00
Step 143, Time: 0.134506, MPIs: 8 Threads: 14 Elapsed: 27.4391
                                  27.44 100.0%        0.01 100.0%        0.01       0.01
 Domain                            0.96  3.5%        0.00  8.1%        0.00       0.00
  Decompose                         0.04  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.43  1.6%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.39  1.4%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.21  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.28  1.0%        0.00  8.1%        0.00       0.00
   alltoall@exchange.c:0354          0.10  0.4%        0.00  1.0%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.04  0.1%        0.00  0.7%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.14  0.5%        0.00  6.3%        0.00       0.00
  All@drift.c:0110                  0.03  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.07  0.2%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.24  0.9%        0.00 10.1%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.4%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.01  0.0%        0.00  0.2%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.22  0.8%        0.00  1.7%        0.00       0.00
 Misc@timestep.c:0336              0.01  0.0%        0.00  0.4%        0.00       0.00
 PMgrav                            5.44 19.8%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.69  9.8%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.33  1.2%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.04  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.24  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.14  0.5%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                1.02  3.7%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.79  2.9%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.16  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.30  1.1%        0.00  5.9%        0.00       0.00
  Active@timestep.c:0815            0.15  0.5%        0.00  2.9%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.4%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.02  0.1%        0.00  0.4%        0.00       0.00
 Timeline@timestep.c:0311          0.12  0.4%        0.00  2.7%        0.00       0.00
 Tree                             20.05 73.1%        0.01 73.1%        0.01       0.01
  Build                             0.71  2.6%        0.01 47.6%        0.01       0.01
   Moments@forcetree.c:0152          0.62  2.3%        0.01 44.0%        0.01       0.01
   Nodes@forcetree.c:0203            0.09  0.3%        0.00  3.5%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.09  0.3%        0.00  1.2%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.62  5.9%        0.00  1.3%        0.00       0.00
  Send@gravshort-tree.c:0158        0.29  1.0%        0.00  0.7%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.90  6.9%        0.00 19.1%        0.00       0.00
  Wait2@gravshort-tree.c:0161        0.03  0.1%        0.00  0.3%        0.00       0.00
  Walk1@gravshort-tree.c:0155       11.47 41.8%        0.00  2.3%        0.00       0.00
  Walk2@gravshort-tree.c:0156        3.94 14.4%        0.00  0.5%        0.00       0.00
Step 144, Time: 0.134968, MPIs: 8 Threads: 14 Elapsed: 27.6893
                                  27.69 100.0%        0.25 100.0%        0.25       0.25
 Domain                            0.96  3.5%        0.00  0.4%        0.00       0.00
  Decompose                         0.04  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.43  1.6%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.39  1.4%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.21  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.29  1.0%        0.00  0.4%        0.00       0.00
   alltoall@exchange.c:0354          0.10  0.3%        0.00  0.0%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.04  0.1%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.14  0.5%        0.00  0.4%        0.00       0.00
  All@drift.c:0110                  0.03  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.07  0.2%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.24  0.9%        0.00  0.6%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.01  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.22  0.8%        0.00  0.1%        0.00       0.00
 Misc@timestep.c:0336              0.01  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            5.44 19.6%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.69  9.7%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.33  1.2%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.04  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.24  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.14  0.5%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                1.02  3.7%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.79  2.9%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.16  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.30  1.1%        0.00  0.5%        0.00       0.00
  Active@timestep.c:0815            0.15  0.5%        0.00  0.3%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.0%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.02  0.1%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.12  0.4%        0.00  0.1%        0.00       0.00
 Tree                             20.30 73.3%        0.25 98.3%        0.25       0.25
  Build                             0.72  2.6%        0.01  2.7%        0.01       0.01
   Moments@forcetree.c:0152          0.62  2.3%        0.01  2.5%        0.01       0.01
   Nodes@forcetree.c:0203            0.09  0.3%        0.00  0.2%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.09  0.3%        0.00  0.5%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.1%        0.00       0.00
  Recv@gravshort-tree.c:0159        1.64  5.9%        0.02  9.1%        0.00       0.04
  Send@gravshort-tree.c:0158        0.29  1.0%        0.00  1.3%        0.00       0.00
  Wait1@gravshort-tree.c:0160        1.93  7.0%        0.03 13.3%        0.00       0.07
  Wait2@gravshort-tree.c:0161        0.03  0.1%        0.00  0.1%        0.00       0.00
  Walk1@gravshort-tree.c:0155       11.60 41.9%        0.13 52.2%        0.09       0.16
  Walk2@gravshort-tree.c:0156        3.99 14.4%        0.05 19.2%        0.03       0.07
Step 145, Time: 0.13543, MPIs: 8 Threads: 14 Elapsed: 27.6994
                                  27.70 100.0%        0.01 101.0%        0.01       0.01
 Domain                            0.96  3.5%        0.00 11.8%        0.00       0.00
  Decompose                         0.04  0.1%        0.00  0.0%        0.00       0.00
   Misc@domain.c:0355                0.01  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.02  0.1%        0.00  0.0%        0.00       0.00
   assignbalance@domain.c:0412        0.01  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.43  1.6%        0.00  0.0%        0.00       0.00
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.02  0.1%        0.00  0.0%        0.00       0.00
   CreateLeaves@domain.c:0378        0.01  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.01  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.39  1.4%        0.00  0.0%        0.00       0.00
  PeanoSort@domain.c:0229           0.21  0.8%        0.00  0.0%        0.00       0.00
  exchange                          0.29  1.0%        0.00 11.8%        0.00       0.00
   alltoall@exchange.c:0354          0.10  0.4%        0.00  1.0%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.04  0.1%        0.00  1.2%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.15  0.5%        0.00  9.6%        0.00       0.00
  All@drift.c:0110                  0.03  0.1%        0.00  0.0%        0.00       0.00
 Init@init.c:0256                  0.05  0.2%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.07  0.2%        0.00  0.0%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0238                0.00  0.0%        0.00  0.1%        0.00       0.00
 Misc@drift.c:0094                 0.06  0.2%        0.00  0.0%        0.00       0.00
 Misc@forcetree.c:0147             0.24  0.9%        0.00 12.0%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.01  0.0%        0.00  0.6%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.01  0.0%        0.00  0.3%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.22  0.8%        0.00  3.6%        0.00       0.00
 Misc@timestep.c:0336              0.01  0.0%        0.00  0.5%        0.00       0.00
 PMgrav                            5.44 19.6%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0263                0.02  0.1%        0.00  0.0%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.01  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 2.69  9.7%        0.00  0.0%        0.00       0.00
  calc@petapm.c:0332                0.33  1.2%        0.00  0.0%        0.00       0.00
  cic@petapm.c:0265                 0.04  0.1%        0.00  0.0%        0.00       0.00
  comm2@petapm.c:0286               0.24  0.9%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0269                0.14  0.5%        0.00  0.0%        0.00       0.00
  comm@petapm.c:0340                1.02  3.7%        0.00  0.0%        0.00       0.00
  r2c@petapm.c:0308                 0.79  2.9%        0.00  0.0%        0.00       0.00
  readout@petapm.c:0343             0.16  0.6%        0.00  0.0%        0.00       0.00
 Timeline                          0.30  1.1%        0.00 10.8%        0.00       0.00
  Active@timestep.c:0815            0.15  0.5%        0.00  3.8%        0.00       0.00
  HalfKick                          0.03  0.1%        0.00  0.9%        0.00       0.00
   Long@timestep.c:0402              0.01  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.02  0.1%        0.00  0.9%        0.00       0.00
 Timeline@timestep.c:0311          0.12  0.4%        0.00  6.2%        0.00       0.00
 Tree                             20.31 73.3%        0.01 61.2%        0.01       0.01
  Build                             0.72  2.6%        0.01 54.0%        0.01       0.01
   Moments@forcetree.c:0152          0.63  2.3%        0.00 48.5%        0.00       0.00
   Nodes@forcetree.c:0203            0.09  0.3%        0.00  5.5%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.09  0.3%        0.00  0.6%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.01  0.0%        0.00  0.0%        0.00       0.00
